Temperature,Ratio_30%,Ratio_60%,Ratio_85%
-9.863861386138613, 1.6057409102254767, 1.293152508528164, 1.030959314418837
-4.925742574257427, 1.507787669523255, 1.1851069140527501, 0.943090107330061
0.012376237623762165, 1.413195773358849, 1.0770613195773364, 0.8518512355437229
5.037128712871283, 1.3454863133372164, 1.0530576587070475, 0.8076711872867961
9.97524752475248, 1.2677011398618856, 1.0223229886013814, 0.7668691238871788
15.000000000000004, 1.2167984025293288, 0.8941010067393298, 0.6453698311007574
19.938118811881193, 1.162542640818704, 0.765903985356519, 0.5306098677094604
25.049504950495045, 0.9872618354272402, 0.6914635160995095, 0.48642149929278666
30.074257425742577, 0.8187120392711542, 0.6203927115400618, 0.4590481737249359
35.01237623762377, 0.7442882103336388, 0.5459688826025462, 0.3510108994092689
40.123762376237636, 0.6564023629253684, 0.47489807804309847, 0.2597720276229305
45.06188118811882, 0.5786171894500376, 0.36685248356768474, 0.2256760129794495
49.65346534653466, 0.49750395207588016, 0.2689158831849574, 0.19832764789083956
