Temperature,Ratio_30%,Ratio_60%,Ratio_85%
-9.938773219112434,1.6996257883631696,1.4522540494016931, 1.2654124819730739
-5.013342084128546,1.6257564112528318,1.3810162436635895, 1.196802217635731
0.12910301470650154,1.5860894020385898,1.3492439485660497, 1.170297095254133
4.83913217442867,1.4990702280100288,1.2701154586827172, 1.1043224322604974
10.19355377277293,1.4278163023860309,1.2120274498628372, 1.051497566185085
15.008362190807624,1.3092142419191874,1.1144739304023927, 0.9618387608413428
19.935002317233582,1.2511342930422542,1.0616571242699275, 0.9221838415415218
25.074424937463462,1.1719937132445013,1.000937544077813, 0.8719945768098172
30.003684545347234,1.148124192206611,0.9770639930684493, 0.8533841685449213
35.03893240298563,1.1084612129638425,0.9426681865416227, 0.8189803020751474
39.96154255793801,0.9977498366422277,0.8530093811978803, 0.7372242707910546
44.994372432692266,0.9265080009326505,0.7896582296335319, 0.6817638033719349
50.02800830174122,0.8657924507120098,0.7394729948733008, 0.64210485410064
